Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
Olympic Games Tokyo 2020,47.81,7/28/2021,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11/19/1999,154,Tokyo,JPN,0:0:47:81
European Championships 2021,47.81,5/18/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10/2/1998,155,Budapest,HUN,0:0:47:81
Olympic Games Tokyo 2020,47.82,7/29/2021,Men 100 Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,5/21/2003,156,Tokyo,JPN,0:0:47:82
Olympic Games Tokyo 2020,47.82,7/28/2021,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,4/24/1999,157,Tokyo,JPN,0:0:47:82
European Championships 2021,47.82,5/18/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,3/17/2002,158,Budapest,HUN,0:0:47:82
18th FINA World Championships 2019,47.82,7/25/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,7/21/1996,159,Gwangju,KOR,0:0:47:82
18th FINA World Championships 2019,47.82,7/24/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,7/21/1996,160,Gwangju,KOR,0:0:47:82
12th Pan Pacific Championships 2014,47.82,8/22/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MCEVOY, Cameron",M,5/13/1994,161,Gold Coast,AUS,0:0:47:82
15th FINA World Championships 2013,47.82,8/1/2013,Men 100 Freestyle LCM Male,USA,United States of America,"FEIGEN, Jimmy",M,9/26/1989,162,Barcelona,ESP,0:0:47:82
22nd Commonwealth Games 2022,47.83,7/31/2022,Men 100 Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,5/2/2000,163,Birmingham,GBR,0:0:47:83
Olympic Games Tokyo 2020,47.83,7/27/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10/2/1998,164,Tokyo,JPN,0:0:47:83
18th FINA World Championships 2019,47.83,7/21/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,7/21/1996,165,Gwangju,KOR,0:0:47:83
Olympic Games Rio 2016,47.83,8/9/2016,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12/7/1988,166,Rio de Janeiro,BRA,0:0:47:83
Australian National Championships (50m),47.83,4/1/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,4/11/1991,167,Brisbane,AUS,0:0:47:83
13th FINA World Championships 2009,47.83,7/29/2009,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,10/21/1983,168,Rome,ITA,0:0:47:83
Olympic Games Beijing 2008,47.83,8/12/2008,Men 100 Freestyle LCM Male,SWE,Sweden,"NYSTRAND, Stefan",M,10/20/1981,169,Beijing,CHN,0:0:47:83
European Championships 2021,47.84,5/19/2021,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11/19/1999,170,Budapest,HUN,0:0:47:84
16th FINA World Championships 2015,47.84,8/6/2015,Men 100 Freestyle LCM Male,CHN,People's Republic of China,"NING, Zetao",M,3/6/1993,171,Kazan,RUS,0:0:47:84
15th FINA World Championships 2013,47.84,8/1/2013,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12/7/1988,172,Barcelona,ESP,0:0:47:84
Olympic Games London 2012,47.84,8/1/2012,Men 100 Freestyle LCM Male,FRA,France,"AGNEL, Yannick",M,6/9/1992,173,London,GBR,0:0:47:84
16th Pan American Games 2011,47.84,10/16/2011,Men 100 Freestyle LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,1/10/1987,174,Guadalajara,MEX,0:0:47:84
Olympic Games Beijing 2008,47.84,8/12/2008,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,10/21/1983,175,Beijing,CHN,0:0:47:84
Olympic Games Sydney 2000,47.84,9/19/2000,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,3/14/1978,176,Sydney,AUS,0:0:47:84
European Championships 2022,47.85,8/14/2022,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,9/15/2004,177,Rome,ITA,0:0:47:85
European Championships 2021,47.85,5/18/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"KOLESNIKOV, Kliment",M,7/9/2000,178,Budapest,HUN,0:0:47:85
Russian National Swimming Championships (50m),47.85,4/6/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,7/21/1996,179,Kazan,RUS,0:0:47:85
17th FINA World Championships 2017,47.85,7/26/2017,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12/7/1988,180,Budapest,HUN,0:0:47:85
Olympic Games Rio 2016,47.85,8/10/2016,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12/7/1988,181,Rio de Janeiro,BRA,0:0:47:85
Olympic Games Beijing 2008,47.85,8/12/2008,Men 100 Freestyle LCM Male,FRA,France,"BERNARD, Alain",M,5/1/1983,182,Beijing,CHN,0:0:47:85
European Championships 2022,47.86,8/14/2022,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,11/19/1999,183,Rome,ITA,0:0:47:86
Olympic Games Tokyo 2020,47.86,7/29/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10/2/1998,184,Tokyo,JPN,0:0:47:86
Atlanta Classis Swim Meet 2019,47.86,5/19/2019,Men 100 Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,185,Atlanta,USA,0:0:47:86
European Championships 2002,47.86,7/31/2002,Men 100 Freestyle LCM Male,NED,Netherlands,"VAN DEN HOOGENBAND, Pieter",M,3/14/1978,186,Berlin,GER,0:0:47:86
19th FINA World Championships Budapest 2022,47.87,6/18/2022,Men 100 Freestyle LCM Male,CAN,Canada,"LIENDO EDWARDS, Joshua",M,8/20/2002,187,Budapest,HUN,0:0:47:87
British National Swimming Championships (50m),47.87,4/16/2021,Men 100 Freestyle LCM Male,GBR,Great Britain,"SCOTT, Duncan",M,5/6/1997,188,London,GBR,0:0:47:87
18th FINA World Championships 2019,47.87,7/24/2019,Men 100 Freestyle LCM Male,USA,United States of America,"PIERONI, Blake",M,11/15/1995,189,Gwangju,KOR,0:0:47:87
British Swimming Championships (50m),47.87,4/18/2019,Men 100 Freestyle LCM Male,GBR,Great Britain,"SCOTT, Duncan",M,5/6/1997,190,Glasgow,GBR,0:0:47:87
Kosuke Kitajima Cup,47.87,1/29/2018,Men 100 Freestyle LCM Male,JPN,Japan,"NAKAMURA, Katsumi",M,2/21/1994,191,tokyo,JPN,0:0:47:87
17th FINA World Championships 2017,47.87,7/27/2017,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,12/7/1988,192,Budapest,HUN,0:0:47:87
Italian National Championships (50m),47.88,4/11/2022,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,10/2/1998,193,Milano,ITA,0:0:47:88
British National Championships (50m),47.88,4/7/2022,Men 100 Freestyle LCM Male,GBR,Great Britain,"BURRAS, Lewis Edward",M,2/12/2000,194,Sheffield,GBR,0:0:47:88
European Championships 2021,47.88,5/18/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,3/17/2002,195,Budapest,HUN,0:0:47:88
FINA Swimming World Cup 2019,47.88,8/16/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,6/16/1992,196,Singapore,SGP,0:0:47:88
Philipps 66 USA National Championships (50m),47.88,7/31/2019,Men 100 Freestyle LCM Male,USA,United States of America,"JACKSON, Tate",M,2/4/1997,197,Palo Alto,USA,0:0:47:88
18th FINA World Championships 2019,47.88,7/25/2019,Men 100 Freestyle LCM Male,USA,United States of America,"PIERONI, Blake",M,11/15/1995,198,Gwangju,KOR,0:0:47:88
Olympic Games Rio 2016,47.88,8/10/2016,Men 100 Freestyle LCM Male,CAN,Canada,"CONDORELLI, Santo",M,1/17/1995,199,Rio de Janeiro,BRA,0:0:47:88
Olympic Games Rio 2016,47.88,8/9/2016,Men 100 Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,6/25/1998,200,Rio de Janeiro,BRA,0:0:47:88
Olympic Games Tokyo 2020,49.45,7/31/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,1,Tokyo,JPN,0:0:49:45
18th FINA World Championships 2019,49.50,7/26/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,2,Gwangju,KOR,0:0:49:50
18th FINA World Championships 2019,49.66,7/27/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,3,Gwangju,KOR,0:0:49:66
Olympic Games Tokyo 2020,49.68,7/31/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,4,Tokyo,JPN,0:0:49:68
Olympic Games Tokyo 2020,49.71,7/30/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,5,Tokyo,JPN,0:0:49:71
US Olympic Team Trials - Wave II,49.76,6/18/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,6,Omaha,USA,0:0:49:76
13th FINA World Championships 2009,49.82,8/1/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,7,Rome,ITA,0:0:49:82
17th FINA World Championships 2017,49.86,7/29/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,8,Budapest,HUN,0:0:49:86
US Olympic Team Trials - Wave II,49.87,6/19/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,9,Omaha,USA,0:0:49:87
13th FINA World Championships 2009,49.95,8/1/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,10,Rome,ITA,0:0:49:95
Phillips 66 International Team Trials 2022,50.01,4/28/2022,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,11,Greensboro,USA,0:0:50:01
13th FINA World Championships 2009,50.01,7/31/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,12,Rome,ITA,0:0:50:01
17th FINA World Championships 2017,50.07,7/28/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,13,Budapest,HUN,0:0:50:07
17th FINA World Championships 2017,50.08,7/28/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,14,Budapest,HUN,0:0:50:08
19th FINA World Championships Budapest 2022,50.14,6/24/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,15,Budapest,HUN,0:0:50:14
19th FINA World Championships Budapest 2022,50.14,6/23/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,16,Budapest,HUN,0:0:50:14
US Olympic Team Trials - Wave II,50.17,6/18/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,17,Omaha,USA,0:0:50:17
European Championships 2021,50.18,5/23/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,18,Budapest,HUN,0:0:50:18
Phillips 66 International Team Trials 2022,50.20,4/28/2022,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,19,Greensboro,USA,0:0:50:20
US National Championships (50m),50.22,7/9/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,20,Indianapolis,USA,0:0:50:22
18th FINA World Championships 2019,50.28,7/26/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,21,Gwangju,KOR,0:0:50:28
Olympic Games Tokyo 2020,50.31,7/30/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,22,Tokyo,JPN,0:0:50:31
European Championships 2022,50.33,8/14/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,23,Rome,ITA,0:0:50:33
Mission Viejo Swim Meet of Champions,50.36,6/23/2019,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,24,Mission Viejo,USA,0:0:50:36
Olympic Games Tokyo 2020,50.39,7/29/2021,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,25,Tokyo,JPN,0:0:50:39
Olympic Games Rio 2016,50.39,8/12/2016,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,26,Rio de Janeiro,BRA,0:0:50:39
Phillips 66 National Championships (50m) 2022,50.40,7/28/2022,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,12/25/1999,27,Irvine,USA,0:0:50:40
11th FINA World Championships 2005,50.40,7/30/2005,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,8/31/1982,28,Montreal,CAN,0:0:50:40
13th FINA World Championships 2009,50.41,8/1/2009,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,3/3/1988,29,Rome,ITA,0:0:50:41
Hancock Prospecting Australian Swimming Trials 2021,50.45,6/17/2021,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,6/20/1999,30,Adelaide,AUS,0:0:50:45
US National Championships (50m),50.45,8/8/2015,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,31,San Antonio,USA,0:0:50:45
Hungarian National Championships (50m),50.47,3/27/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,32,Budapest,HUN,0:0:50:47
13th FINA World Championships 2009,50.48,7/31/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,33,Rome,ITA,0:0:50:48
US National Championships (50m),50.50,7/27/2018,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,34,Irvine,USA,0:0:50:50
16th FINA World Championships 2015,50.56,8/8/2015,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,4/12/1992,35,Kazan,RUS,0:0:50:56
13th FINA World Championships 2009,50.56,7/31/2009,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,36,Rome,ITA,0:0:50:56
Olympic Games Beijing 2008,50.58,8/16/2008,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,37,Beijing,CHN,0:0:50:58
13th FINA World Championships 2009,50.59,7/31/2009,Men 100 Butterfly LCM Male,ESP,Spain,"MUNOZ, Rafael",M,3/3/1988,38,Rome,ITA,0:0:50:59
Olympic Games Beijing 2008,50.59,8/16/2008,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,39,Beijing,CHN,0:0:50:59
Olympic Games Tokyo 2020,50.62,7/29/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,40,Tokyo,JPN,0:0:50:62
European Championships 2021,50.62,5/22/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,41,Budapest,HUN,0:0:50:62
17th FINA World Championships 2017,50.62,7/29/2017,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,42,Budapest,HUN,0:0:50:62
European Championships 2021,50.64,5/22/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,43,Budapest,HUN,0:0:50:64
European Championships 2018,50.64,8/9/2018,Men 100 Butterfly LCM Male,ITA,Italy,"CODIA, Piero",M,10/22/1989,44,Glasgow,GBR,0:0:50:64
21st Commonwealth Games 2018,50.65,4/9/2018,Men 100 Butterfly LCM Male,RSA,South Africa,"LE CLOS, Chad",M,4/12/1992,45,Gold Coast,AUS,0:0:50:65
13th FINA World Championships 2009,50.65,7/31/2009,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,9/25/1986,46,Rome,ITA,0:0:50:65
17th FINA World Championships 2017,50.67,7/28/2017,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,11/26/1995,47,Budapest,HUN,0:0:50:67
19th FINA World Championships Budapest 2022,50.68,6/23/2022,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,48,Budapest,HUN,0:0:50:68
Philipps 66 USA National Championships (50m),50.68,8/2/2019,Men 100 Butterfly LCM Male,USA,United States of America,"ROONEY, Maxime",M,4/16/1998,49,Palo Alto,USA,0:0:50:68
14th FINA World Championships 2011,50.71,7/30/2011,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,50,Shanghai,CHN,0:0:50:71
Olympic Games Tokyo 2020,50.74,7/31/2021,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,6/1/2001,51,Tokyo,JPN,0:0:50:74
13th Pan Pacific Championships 2018,50.75,8/11/2018,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,52,Tokyo,JPN,0:0:50:75
Olympic Games Tokyo 2020,50.76,7/30/2021,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,6/1/2001,53,Tokyo,JPN,0:0:50:76
Olympic Games Beijing 2008,50.76,8/14/2008,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,54,Beijing,CHN,0:0:50:76
USA Olympic Trials 2004,50.76,7/13/2004,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,8/31/1982,55,Long Beach,USA,0:0:50:76
17th FINA World Championships 2017,50.77,7/28/2017,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,56,Budapest,HUN,0:0:50:77
12th FINA World Championships 2007,50.77,3/31/2007,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,57,Melbourne,AUS,0:0:50:77
17th FINA World Championships 2017,50.78,7/28/2017,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,58,Budapest,HUN,0:0:50:78
13th FINA World Championships 2009,50.78,7/31/2009,Men 100 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,11/28/1986,59,Rome,ITA,0:0:50:78
13th FINA World Championships 2009,50.79,8/1/2009,Men 100 Butterfly LCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,9/25/1986,60,Rome,ITA,0:0:50:79
TYR Pro Swim Series Indianapolis 2021,50.80,5/14/2021,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,61,Indianapolis,USA,0:0:50:80
19th FINA World Championships Budapest 2022,50.81,6/23/2022,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12/13/1996,62,Budapest,HUN,0:0:50:81
12th FINA World Championships 2007,50.82,3/31/2007,Men 100 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,8/31/1982,63,Melbourne,AUS,0:0:50:82
18th FINA World Championships 2019,50.83,7/27/2019,Men 100 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,3/17/2002,64,Gwangju,KOR,0:0:50:83
17th FINA World Championships 2017,50.83,7/29/2017,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,65,Budapest,HUN,0:0:50:83
17th FINA World Championships 2017,50.83,7/29/2017,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,11/26/1995,66,Budapest,HUN,0:0:50:83
Olympic Games Rio 2016,50.83,8/11/2016,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,67,Rio de Janeiro,BRA,0:0:50:83
French National Championships (50m),50.85,4/21/2019,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,7/17/1992,68,Rennes,FRA,0:0:50:85
13th FINA World Championships 2009,50.85,8/1/2009,Men 100 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,5/22/1987,69,Rome,ITA,0:0:50:85
Duel in the Pool 2022,50.86,8/20/2022,Men 100 Butterfly LCM Male,USA,United States of America,"CASAS, Shaine",M,12/25/1999,70,Sydney,AUS,0:0:50:86
Japan Selection Trial for 19th FINA World Championships 2022,50.86,3/5/2022,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12/13/1996,71,Tokyo,JPN,0:0:50:86
European Championships 2016,50.86,5/21/2016,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12/3/1985,72,London,GBR,0:0:50:86
Olympic Games London 2012,50.86,8/2/2012,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,73,London,GBR,0:0:50:86
11th Pan Pacific Championships 2010,50.86,8/20/2010,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,74,Irvine,USA,0:0:50:86
European Championships 2022,50.87,8/14/2022,Men 100 Butterfly LCM Male,SUI,Switzerland,"PONTI, Noe",M,6/1/2001,75,Rome,ITA,0:0:50:87
National French Championships (50m),50.87,6/20/2021,Men 100 Butterfly LCM Male,FRA,France,"METELLA, Mehdy",M,7/17/1992,76,Chartres,FRA,0:0:50:87
US National Championships (50m),50.87,6/29/2017,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,77,Indianapolis,USA,0:0:50:87
16th FINA World Championships 2015,50.87,8/8/2015,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12/3/1985,78,Kazan,RUS,0:0:50:87
Olympic Games Beijing 2008,50.87,8/14/2008,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,79,Beijing,CHN,0:0:50:87
Phillips 66 International Team Trials 2022,50.88,4/28/2022,Men 100 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,4/18/1999,80,Greensboro,USA,0:0:50:88
Canadian Swimming Trials 2022,50.88,4/6/2022,Men 100 Butterfly LCM Male,CAN,Canada,"LIENDO EDWARDS, Joshua",M,8/20/2002,81,Victoria,CAN,0:0:50:88
Olympic Games Tokyo 2020,50.88,7/31/2021,Men 100 Butterfly LCM Male,ROC,ROC,"MINAKOV, Andrei",M,3/17/2002,82,Tokyo,JPN,0:0:50:88
58th International Trophy “Settecolli”,50.89,6/25/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,83,Rome,ITA,0:0:50:89
13th FINA World Championships 2009,50.90,7/31/2009,Men 100 Butterfly LCM Male,USA,United States of America,"MCGILL, Tyler",M,8/18/1987,84,Rome,ITA,0:0:50:90
13th FINA World Championships 2009,50.90,7/31/2009,Men 100 Butterfly LCM Male,USA,United States of America,"PHELPS, Michael",M,6/30/1985,85,Rome,ITA,0:0:50:90
16th FINA World Championships 2015,50.91,8/7/2015,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12/3/1985,86,Kazan,RUS,0:0:50:91
Olympic Games Tokyo 2020,50.92,7/31/2021,Men 100 Butterfly LCM Male,AUS,Australia,"TEMPLE, Matthew",M,6/20/1999,87,Tokyo,JPN,0:0:50:92
Olympic Games Tokyo 2020,50.92,7/31/2021,Men 100 Butterfly LCM Male,POL,Poland,"MAJERSKI, Jakub",M,8/18/2000,88,Tokyo,JPN,0:0:50:92
TYR Pro Swim Series Des Moines 2020,50.92,3/6/2020,Men 100 Butterfly LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,8/16/1996,89,Des Moines,USA,0:0:50:92
17th FINA World Championships 2017,50.92,7/29/2017,Men 100 Butterfly LCM Male,HUN,Hungary,"CSEH, Laszlo",M,12/3/1985,90,Budapest,HUN,0:0:50:92
Olympic Games Beijing 2008,50.92,8/15/2008,Men 100 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,5/31/1984,91,Beijing,CHN,0:0:50:92
European Championships 2021,50.93,5/23/2021,Men 100 Butterfly LCM Male,BUL,Bulgaria,"MILADINOV, Josif",M,6/23/2003,92,Budapest,HUN,0:0:50:93
13th FINA World Championships 2009,50.93,7/31/2009,Men 100 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,5/22/1987,93,Rome,ITA,0:0:50:93
19th FINA World Championships Budapest 2022,50.94,6/24/2022,Men 100 Butterfly LCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,12/13/1996,94,Budapest,HUN,0:0:50:94
18th FINA World Championships 2019,50.94,7/26/2019,Men 100 Butterfly LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,3/17/2002,95,Gwangju,KOR,0:0:50:94
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2021,50.95,6/5/2021,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,96,Barcelona,ESP,0:0:50:95
18th FINA World Championships 2019,50.95,7/26/2019,Men 100 Butterfly LCM Male,HUN,Hungary,"MILAK, Kristof",M,2/20/2000,97,Gwangju,KOR,0:0:50:95
European Championships 2021,50.96,5/22/2021,Men 100 Butterfly LCM Male,GBR,Great Britain,"GUY, James",M,11/26/1995,98,Budapest,HUN,0:0:50:96
17th FINA World Championships 2017,50.96,7/29/2017,Men 100 Butterfly LCM Male,CHN,People's Republic of China,"LI, Zhuhao",M,1/9/1999,99,Budapest,HUN,0:0:50:96
2017 ST TXLA Speedo Southern Sectionals,50.96,7/8/2017,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,100,Austin,USA,0:0:50:96
16th FINA World Championships 2015,50.96,8/8/2015,Men 100 Butterfly LCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,6/16/1995,101,Kazan,RUS,0:0:50:96
